GASVISION_FILEVERSION;4;apr.50;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
MEMO;;;;;;;;;;;;;;;;;;;;;
DECIMALSEPARATOR;,;;;;;;;;;;;;;;;;;;;;
DATESEPARATOR;.;;;;;;;;;;;;;;;;;;;;
SHORTDATEFORMAT;dd/MM/yyyy;;;;;;;;;;;;;;;;;;;;
TIMESEPARATOR;:;;;;;;;;;;;;;;;;;;;;
TIMEAMSTRING;;;;;;;;;;;;;;;;;;;;;
TIMEPMSTRING;;;;;;;;;;;;;;;;;;;;;
LONGTIMEFORMAT;hh:mm:ss;;;;;;;;;;;;;;;;;;;;
SESSION_HEADER;Avg.;60;03.10.2018;10:53:24;03.10.2018;18:56:51;Polytron;7000;ARBC0143;8.0;0;;;;;;;;;;
GASTYPE;H2O2;;;;;;;;;;;;;;;;;;;;
UNITNAME;ppm;;;;;;;;;;;;;;;;;;;;
GAS_A1;1;;;;;;;;;;;;;;;;;;;;
GAS_A2;2;;;;;;;;;;;;;;;;;;;;
RANGE;300;;;;;;;;;;;;;;;;;;;;
SERIALNO;ARCJ0042;;;;;;;;;;;;;;;;;;;;
PARTNO;6809705;;;;;;;;;;;;;;;;;;;;
CALDATE;03.04.2017;;;;;;;;;;;;;;;;;;;;
SENSORTYPE;EC;;;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:02:29;3,775;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:03:29;3,841;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:04:29;3,871;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:05:29;3,75;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:06:29;3,633;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:07:29;3,74;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:08:29;3,743;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:09:29;3,751;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:10:29;3,781;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:11:29;3,704;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:12:29;3,668;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:13:29;3,598;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:14:29;3,671;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:15:29;3,655;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:16:29;3,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:17:29;3,646;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:18:29;3,636;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:19:29;3,546;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:20:29;3,601;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:21:29;3,593;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:22:29;3,611;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:23:29;3,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:24:29;3,538;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:25:29;3,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:26:29;3,488;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:27:29;3,543;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:28:29;3,575;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:29:29;3,596;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:30:29;3,571;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:31:29;3,56;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:32:29;3,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:33:29;3,623;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:34:29;3,59;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:35:29;3,518;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:36:29;3,538;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:37:29;3,539;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:38:29;3,493;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:39:29;3,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:40:29;3,486;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:41:29;3,511;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:42:29;3,443;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:43:29;3,404;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:44:29;3,389;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:45:29;3,383;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:46:29;3,378;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:47:29;3,353;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:48:29;3,386;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:49:29;3,47;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:50:29;3,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:51:29;3,439;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:52:29;3,399;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:53:29;3,46;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:54:29;3,438;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:55:29;3,414;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:56:29;3,431;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:57:29;3,399;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:58:29;3,383;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;01:59:29;3,363;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:00:29;3,381;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:01:29;3,338;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:02:29;3,244;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:03:29;3,283;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:04:29;3,281;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:05:29;3,316;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:06:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:07:29;3,271;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:08:29;3,295;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:09:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:10:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:11:29;3,341;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:12:29;3,399;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:13:29;3,355;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:14:29;3,253;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:15:29;3,368;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:16:29;3,278;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:17:29;3,313;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:18:29;3,375;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:19:29;3,253;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:20:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:21:29;3,255;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:22:29;3,261;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:23:29;3,266;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:24:29;3,243;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:25:29;3,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:26:29;3,253;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:27:29;3,285;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:28:29;3,243;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:29:29;3,219;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:30:29;3,224;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:31:29;3,246;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:32:29;3,273;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:33:29;3,273;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:34:29;3,259;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:35:29;3,259;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:36:29;3,153;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:37:29;3,251;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:38:29;3,243;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:39:29;3,126;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:40:29;3,216;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:41:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:42:29;3,133;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:43:29;3,106;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:44:29;3,101;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:45:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:46:29;3,123;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:47:29;3,091;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:48:29;3,086;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:49:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:50:29;3,08;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:51:29;3,161;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:52:29;3,141;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:53:29;3,181;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:54:29;3,116;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:55:29;3,151;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:56:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:57:29;3,198;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:58:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;02:59:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:00:29;3,199;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:01:29;3,163;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:02:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:03:29;3,083;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:04:29;3,123;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:05:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:06:29;3,11;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:07:29;3,131;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:08:29;3,091;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:09:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:10:29;3,073;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:11:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:12:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:13:29;3,1;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:14:29;3,083;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:15:29;3,018;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:16:29;3,015;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:17:29;2,956;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:18:29;2,976;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:19:29;2,938;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:20:29;2,903;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:21:29;2,991;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:22:29;3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:23:29;2,931;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:24:29;2,931;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:25:29;2,954;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:26:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:27:29;2,941;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:28:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:29:29;2,94;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:30:29;2,954;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:31:29;2,914;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:32:29;2,971;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:33:29;2,961;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:34:29;2,963;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:35:29;2,993;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:36:29;2,946;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:37:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:38:29;2,886;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:39:29;2,966;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:40:29;2,93;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:41:29;2,964;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:42:29;2,946;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:43:29;3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:44:29;2,958;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:45:29;2,99;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:46:29;3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:47:29;3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:48:29;2,95;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:49:29;2,943;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:50:29;2,936;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:51:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:52:29;2,951;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:53:29;3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:54:29;2,909;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:55:29;2,933;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:56:29;2,961;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:57:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:58:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;03:59:29;2,954;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:00:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:01:29;2,958;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:02:29;2,883;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:03:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:04:29;2,888;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:05:29;2,919;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:06:29;2,886;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:07:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:08:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:09:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:10:29;2,896;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:11:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:12:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:13:29;2,898;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:14:29;2,874;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:15:29;2,82;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:16:29;2,866;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:17:29;2,856;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:18:29;2,884;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:19:29;2,868;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:20:29;2,846;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:21:29;2,881;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:22:29;2,843;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:23:29;2,883;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:24:29;2,891;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:25:29;2,869;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:26:29;2,835;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:27:29;2,836;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:28:29;2,865;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:29:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:30:29;2,899;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:31:29;2,813;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:32:29;2,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:33:29;2,815;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:34:29;2,783;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:35:29;2,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:36:29;2,764;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:37:29;2,775;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:38:29;2,781;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:39:29;2,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:40:29;2,8;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:41:29;2,771;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:42:29;2,758;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:43:29;2,79;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:44:29;2,713;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:45:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:46:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:47:29;2,726;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:48:29;2,731;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:49:29;2,756;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:50:29;2,713;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:51:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:52:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:53:29;2,751;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:54:29;2,783;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:55:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:56:29;2,636;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:57:29;2,658;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:58:29;2,618;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;04:59:29;2,679;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:00:29;2,683;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:01:29;2,698;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:02:29;2,699;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:03:29;2,683;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:04:29;2,653;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:05:29;2,646;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:06:29;2,68;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:07:29;2,621;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:08:29;2,64;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:09:29;2,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:10:29;2,59;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:11:29;2,641;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:12:29;2,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:13:29;2,581;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:14:29;2,478;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:15:29;2,524;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:16:29;2,541;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:17:29;2,521;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:18:29;2,536;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:19:29;2,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:20:29;2,596;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:21:29;2,576;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:22:29;2,548;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:23:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:24:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:25:29;2,573;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:26:29;2,546;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:27:29;2,506;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:28:29;2,561;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:29:29;2,519;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:30:29;2,568;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:31:29;2,565;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:32:29;2,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:33:29;2,6;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:34:29;2,505;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:35:29;2,544;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:36:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:37:29;2,543;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:38:29;2,508;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:39:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:40:29;2,496;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:41:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:42:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:43:29;2,428;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:44:29;2,475;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:45:29;2,498;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:46:29;2,468;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:47:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:48:29;2,5;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:49:29;2,479;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:50:29;2,443;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:51:29;2,406;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:52:29;2,375;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:53:29;2,4;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:54:29;2,4;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:55:29;2,451;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:56:29;2,47;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:57:29;2,425;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:58:29;2,416;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;05:59:29;2,426;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:00:29;2,371;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:01:29;2,373;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:02:29;2,338;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:03:29;2,311;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:04:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:05:29;2,31;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:06:29;2,311;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:07:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:08:29;2,321;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:09:29;2,351;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:10:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:11:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:12:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:13:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:14:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:15:29;2,298;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:16:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:17:29;2,261;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:18:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:19:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:20:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:21:29;2,325;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:22:29;2,33;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:23:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:24:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:25:29;2,301;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:26:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:27:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:28:29;2,273;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:29:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:30:29;2,296;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:31:29;2,273;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:32:29;2,253;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:33:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:34:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:35:29;2,3;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:36:29;2,293;;;;;;;;;;;;;;;;;;
VAL;04.10.2018;06:37:29;2,293;;;;;;;;;;;;;;;;;;
